NO,중복,구분1,구분2,구분3,구분4,파일명,경로,화면표시
410,,하수,제주시,SWL_PIPE_LM,하수관거,SWL_PIPE_LM(하수관거)_LINE-속성뿌리기(하수-제주시),하수/01 군단위-하수-LSP/SWL_PIPE_LM(하수관거)_LINE-속성뿌리기(하수-제주시).LSP,"""~용도:"" SBA_CDE ""/"" SBA_CDE2 ""/재질:"" MOP_CDE ""/형태:"" FOR_CDE ""/%%C"" STD_DIP ""("" STD_HOL ""X"" STD_VEL "")/L:"" BYC_LEN ""\n"" ""~시깊:"" BEG_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" "" - "" IQT_CDE ""\n"" ""\n""""_[시표고:"" sbk ""/종표고:"" sbl ""]_/시저:("" SBK_HSL "")/종저:("" SBL_HSL "")"" ""\n"" ""\n"" ""\n"" "".......{시관상고:"" sbA ""/종관상고:"" sbB ""}"""
411,14,하수,군단위,SWL_PUMP_PS,하수펌프장,SWL_PUMP_PS(하수펌프장)-TEXT_속성뿌리기(하수),하수/01 군단위-하수-LSP/SWL_PUMP_PS(하수펌프장)-TEXT_속성뿌리기(하수).LSP,"cat ""'SWL_PUMP_PS(하수펌프장)->"" IST_YMD ""/분류:"" FTR_CDE ""/용도:"" SBE_CDE ""/개통상태:"" SOO_CDE ""/표고:"" STP_HSL"
412,,하수,군단위,SWL_SIDE_LS,측구,SWL_SIDE_LS(측구)-LINE-속성뿌리기(하수),하수/01 군단위-하수-LSP/SWL_SIDE_LS(측구)-LINE-속성뿌리기(하수).LSP,"""SWL_SIDE_LS(측구)->"" AEG_CDE ""/재질:"" MOP_CDE ""/("" STD_HOL ""x"" STD_VEL "")"" ""/L:"" BYC_LEN"
413,,하수,군단위,SWL_SIDE_LS,측구,SWL_SIDE_LS(측구)-LINE-속성뿌리기(하수-군),하수/01 군단위-하수-LSP/SWL_SIDE_LS(측구)-LINE-속성뿌리기(하수-군).LSP,"""SWL_SIDE_LS(측구)->"" IST_YMD ""/"" AEG_CDE ""/재질:"" MOP_CDE ""/("" STD_HOL ""x"" STD_VEL "")"" ""/L:"" BYC_LEN"
414,,하수,군단위,SWL_SIDE_LS,측구,SWL_SIDE_LS(측구)-LINE-속성뿌리기(하수-군)-2016,하수/01 군단위-하수-LSP/SWL_SIDE_LS(측구)-LINE-속성뿌리기(하수-군)-2016.LSP,"""SWL_SIDE_LS(측구)->"" IST_YMD ""/"" AEG_CDE ""/재질:"" MOP_CDE ""("" STD_HOL ""x"" STD_VEL "")"" ""/L:"" BYC_LEN;; ""/%%C"" STD_DIP"
415,,하수,홍성군,SWL_SIDE_LS,측구,SWL_SIDE_LS(측구)-LINE-속성뿌리기(홍성군),하수/01 군단위-하수-LSP/SWL_SIDE_LS(측구)-LINE-속성뿌리기(홍성군).LSP,"""SWL_SIDE_LS(측구)->"" AEG_CDE ""/"" IST_YMD ""/재질:"" MOP_CDE ""/("" STD_HOL ""x"" SID_VEL "")"" ""/L:"" BYC_LEN"
416,19,하수,군단위,SWL_SPEW_PS,토구,SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수),하수/01 군단위-하수-LSP/SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수).LSP,"""SWL_SPEW_PS(토구)_형태:"" FOR_CDE ""/용도:"" VMT_CDE ""/하천명:"" RIV_NAM  ""\n"" "" ...%%c"" SPW_DIP ""("" SPW_HOL ""X"" SPW_VEL "")/표고:"" SPW_HSL"
417,19,하수,군단위,SWL_SPEW_PS,토구,SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수-군),하수/01 군단위-하수-LSP/SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수-군).LSP,"""SWL_SPEW_PS(토구)_형태:"" FOR_CDE ""/용도:"" VMT_CDE ""/하천명:"" RIV_NAM  ""\n"" "" ...%%c"" SPW_DIP ""("" SPW_HOL ""X"" SPW_VEL "")/표고:"" SPW_HSL"
418,18,하수,군단위,SWL_SPOT_PS,물받이,SWL_SPOT_PS(물받이)_TEXT_속성뿌리기(하수),하수/01 군단위-하수-LSP/SWL_SPOT_PS(물받이)_TEXT_속성뿌리기(하수).LSP,"""'SWL_SPOT_PS(물받이)->"" SBD_CDE ""/뚜껑형태:"" COV_CDE ""/"" MOP_CDE ""\n"" ""..->형태:"" FOR_CDE ""/변실:%%c"" SPT_DIP ""("" SPT_HOL ""x"" SPT_VEL "")"" ""X"" SPT_DEP"
419,78,하수,군단위,SWL_SPOT_PS,물받이,SWL_SPOT_PS(물받이)_TEXT_속성뿌리기(하수-군),하수/01 군단위-하수-LSP/SWL_SPOT_PS(물받이)_TEXT_속성뿌리기(하수-군).LSP,"""'SWL_SPOT_PS(물받이)->"" IST_YMD ""/"" SBD_CDE ""/뚜껑형태:"" COV_CDE ""/"" MOP_CDE ""\n"" ""..-->형태:"" FOR_CDE ""/변실:%%c"" SPT_DIP ""("" SPT_HOL ""x"" SPT_VEL "")"" ""X"" SPT_DEP"
420,78,하수,부안군,SWL_SPOT_PS,물받이,SWL_SPOT_PS(물받이)_TEXT_속성뿌리기(하수-군)-부안군,하수/01 군단위-하수-LSP/SWL_SPOT_PS(물받이)_TEXT_속성뿌리기(하수-군)-부안군.LSP,"""'SWL_SPOT_PS(물받이)->"" IST_YMD ""/"" SBD_CDE ""/뚜껑형태:"" COV_CDE ""/"" MOP_CDE ""\n"" ""..-->형태:"" FOR_CDE ""/변실:%%c"" SPT_DIP ""("" SPT_HOL ""x"" SPT_VEL "")"" ""X"" SPT_DEP"
421,,하수,군단위,SWL_VENT_PS,환기구,SWL_VENT_PS(환기구)-TEXT_속성뿌리기(하수-군),하수/01 군단위-하수-LSP/SWL_VENT_PS(환기구)-TEXT_속성뿌리기(하수-군).LSP,"""SWL_VENT_PS(환기구)->환기구재질:"" MOP_CDE ""/%%C"" VNT_DIP ""/흡출기형식:"" MOF_CDE ""/흡출기재질:"" HMP_CDE"
422,73,하수,진안군,DRAN_PS,하수처리장,DRAN_PS(하수처리장)-TEXT_속성뿌리기(하수-군),하수/01 군단위-하수-LSP/진안군 하수/DRAN_PS(하수처리장)-TEXT_속성뿌리기(하수-군).LSP,"cat ""SWL_DRAN_PS("" FTR_CDE "")->"" IST_YMD ""/하수처리방식:"" SBB_CDE ""/개통상태:"" SOO_CDE ""/하수처리장명:"" DRN_NAM"
423,75,하수,진안군,SWL_CONN_LS,하수연결관,SWL_CONN_LS(하수연결관)-LINE_속성뿌리기(하수-군),하수/01 군단위-하수-LSP/진안군 하수/SWL_CONN_LS(하수연결관)-LINE_속성뿌리기(하수-군).LSP,"""SWL_CONN_LS(하수연결관)~>"" SBA_CDE ""/"" SBA_CDE2 ""/"" MOP_CDE ""/{"" FOR_CDE ""}/%%C"" STD_DIP ""("" STD_HOL ""X"" STD_VEL "")"" ""/L:"" BYC_LEN"
424,17,하수,진안군,SWL_MANH_PS,하수맨홀,SWL_MANH_PS(하수맨홀)_TEXT_속성뿌리기(하수)--SOM코드 군단위지침,하수/01 군단위-하수-LSP/진안군 하수/SWL_MANH_PS(하수맨홀)_TEXT_속성뿌리기(하수)--SOM코드 군단위지침.LSP,"cat ""SWL_MANH_PS(하수맨홀)->"" SMU_CDE ""/"" IST_YMD ""/뚜껑재질:"" SBC_CDE ""/고도:"" IST_YMD1 ""/저고:["" IST_YMD2 ""]"" ""/상태:"" IST_YMD3 ""\n"" "" '"" ""(인:"" IVT_CDE "",사:"" LAD_CDE"")"" ""\n"" "" '형태:"" FOR_CDE ""/%%C"" MAN_DIP ""("" MAN_HOL ""X"" MAN_VEL "")"" ""/SOM코드:"" SOM_CDE ;;""/SOM코드:"" SOM_CDE ""\n"" ""\n"" "" ....[변실_H+토피:"" sum_sbk ""]"""
425,76,하수,진안군,SWL_MANH_PS,하수맨홀,SWL_MANH_PS(하수맨홀)_TEXT_속성뿌리기(하수)-부안군-SOM코드 지침,하수/01 군단위-하수-LSP/진안군 하수/SWL_MANH_PS(하수맨홀)_TEXT_속성뿌리기(하수)-부안군-SOM코드 지침.LSP,"cat ""SWL_MANH_PS(하수맨홀)->"" SMU_CDE ""/"" IST_YMD ""/뚜껑재질:"" SBC_CDE ""/고도:"" IST_YMD1 ""/저고:("" IST_YMD2 "")"" ""/상태:"" IST_YMD3 ""\n"" "" '"" ""(인:"" IVT_CDE "",사:"" LAD_CDE"")"" ""\n"" "" '_맨홀형태:"" FOR_CDE ""/%%C"" MAN_DIP ""("" MAN_HOL ""X"" MAN_VEL "")"" ""/SOM코드:"" SOM_CDE ;;""/SOM코드:"" SOM_CDE ""\n"" ""\n"" "" ....[변실_H+토피:"" sum_sbk ""]"""
426,15,하수,진안군,SWL_PIPE_LM,하수관거,SWL_PIPE_LM(하수관거)_LINE-속성뿌리기(하수-군),하수/01 군단위-하수-LSP/진안군 하수/SWL_PIPE_LM(하수관거)_LINE-속성뿌리기(하수-군).LSP,"""~용도:"" SBA_CDE ""/"" SBA_CDE2 ""/재질:"" MOP_CDE ""/형태:"" FOR_CDE ""/%%C"" STD_DIP ""("" STD_HOL ""X"" STD_VEL "")/[규모:"" SBA_CDE3 ""]/L:"" BYC_LEN ""\n"" ""~시깊:"" BEG_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" "" - "" IQT_CDE ""\n"" ""\n""""_[시표고:"" sbk ""/종표고:"" sbl ""]_/시저:("" SBK_HSL "")/종저:("" SBL_HSL "")"" ""\n"" ""\n"" ""\n"" "".......{시관상고:"" sbA ""/종관상고:"" sbB ""}"""
427,14,하수,진안군,SWL_PUMP_PS,하수펌프장,SWL_PUMP_PS(하수펌프장)-TEXT_속성뿌리기(하수),하수/01 군단위-하수-LSP/진안군 하수/SWL_PUMP_PS(하수펌프장)-TEXT_속성뿌리기(하수).LSP,"cat ""'SWL_PUMP_PS(하수펌프장)->"" IST_YMD ""/분류:"" FTR_CDE ""/용도:"" SBE_CDE ""/개통상태:"" SOO_CDE ""/표고:"" STP_HSL"
428,,하수,진안군,SWL_PUMP_PS,하수펌프장,SWL_PUMP_PS(하수펌프장)-TEXT_속성뿌리기(하수)_무안,하수/01 군단위-하수-LSP/진안군 하수/SWL_PUMP_PS(하수펌프장)-TEXT_속성뿌리기(하수)_무안.LSP,"cat ""'SWL_PUMP_PS(하수펌프장)->"" IST_YMD ""/분류:"" FTR_CDE ""/용도:"" SBE_CDE ""/개통상태:"" SOO_CDE ""/표고:"" PMP_ALT"
429,,하수,진안군,SWL_SIDE_LS,측구,SWL_SIDE_LS(측구)-LINE-속성뿌리기(하수-군),하수/01 군단위-하수-LSP/진안군 하수/SWL_SIDE_LS(측구)-LINE-속성뿌리기(하수-군).LSP,"""SWL_SIDE_LS(측구)->"" AEG_CDE ""/"" IST_YMD ""/재질:"" MOP_CDE ""/("" STD_HOL ""x"" STD_VEL "")"" ""/L:"" BYC_LEN"
430,19,하수,진안군,SWL_SPEW_PS,토구,SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수),하수/01 군단위-하수-LSP/진안군 하수/SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수).LSP,"""SWL_SPEW_PS(토구)_형태:"" FOR_CDE ""/용도:"" VMT_CDE ""/하천명:"" RIV_NAM  ""\n"" "" ...%%c"" SPW_DIP ""("" SPW_HOL ""X"" SPW_VEL "")/표고:"" SPW_HSL"
431,18,하수,진안군,SWL_SPOT_PS,물받이,SWL_SPOT_PS(물받이)_TEXT_속성뿌리기(하수),하수/01 군단위-하수-LSP/진안군 하수/SWL_SPOT_PS(물받이)_TEXT_속성뿌리기(하수).LSP,"""'SWL_SPOT_PS(물받이)->"" SBD_CDE ""/뚜껑형태:"" COV_CDE ""/"" MOP_CDE ""\n"" ""..->형태:"" FOR_CDE ""/변실:%%c"" SPT_DIP ""("" SPT_HOL ""x"" SPT_VEL "")"" ""X"" SPT_DEP"
432,,하수,평택시,CONN_LS,하수연결관,CONN_LS(하수연결관)_LINE_속성뿌리기,하수/평택시-하수/2014/CONN_LS(하수연결관)_LINE_속성뿌리기.LSP,"SBA_CDE ""/"" IST_YMD ""/"" MOP_CDE ""/"" FOR_CDE ""/%%c"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN"
433,79,하수,평택시,MANH_PS,하수맨홀,MANH_PS(하수맨홀)-TEXT_속성뿌리기(하수-MANH-맨홀깊이는 H값만 입력함)-불량여부,하수/평택시-하수/2014/MANH_PS(하수맨홀)-TEXT_속성뿌리기(하수-MANH-맨홀깊이는 H값만 입력함)-불량여부.LSP,"""SWL_MANH_PS(하수맨홀)->용도:"" SMU_CDE ""/재질:"" SBC_CDE ""/%%C"" MAC_DIP ""X["" SMU_CDE3 ""x"" SMU_CDE4 ""]/지반고:"" SMU_CDE0 ""/상태:"" SMU_CDE1 ""/맨홀뚜껑불량여부:"" SMU_CDE7 ""\n"" "".._맨홀규격:%%C"" MAN_DIP ""X["" MAN_HOL ""x"" MAN_VEL ""]"" ""X"" MAN_DEP ""/{SOM코드:"" SOM_cde ""}"" ""--구조물형태:"" FOR_CDE ;;; ""-불량여부:"" MAT_CDE ""\n"" ""\n"" ""~~(사"" LAD_CDE ""/인"" IVT_CDE "")"""
434,80,하수,평택시,PIPE_LM,하수관로,PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-n-GHA,하수/평택시-하수/2014/PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-n-GHA.LSP,"ist_ymd ""/"" SBA_CDE ""/"" MOP_CDE ""/"" FOR_CDE ""/구경:"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN  ""\n"" ""시깊:"" STR_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" ""\n"" ""\n""""_[시표고:"" SGB_DEP ""/종표고:"" EGB_DEP ""]""  ""\n"" ""\n"" ""\n"" "".......{시관상고:"" sbA ""/종관상고:"" sbB ""}"""
435,81,하수,평택시,PIPE_LM,하수관로,PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-nn,하수/평택시-하수/2014/PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-nn.LSP,"ist_ymd ""/"" SBA_CDE ""/"" MOP_CDE ""/"" FOR_CDE ""/구경:"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN  ""\n"" ""시깊:"" STR_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" ""\n"" ""\n""""_[시표고:"" SGB_DEP ""/종표고:"" EGB_DEP ""]"""
436,82,하수,평택시,PIPE_LM,하수관로,PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택시 지반고만입력함))-관상단고Z값(setq a4 (atof a4)),하수/평택시-하수/2014/PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택시 지반고만입력함))-관상단고Z값(setq a4 (atof a4)).LSP,"""SWL_PIPE_LM(하수관거)->"" SBA_CDE ""/"" SBA_CDE3 ""/"" MOP_CDE ""/"" FOR_CDE ""/{"" SBA_CDE4 ""}"" ""/구경:"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN  ""\n"" ""_..시깊:"" STR_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" ""\n"" ""\n""""_[시표고:"" SGB_DEP ""/종표고:"" EGB_DEP ""]""  ""\n"" ""\n"" ""\n"" ""..... {시관상고:"" sbA ""/..종관상고:"" sbB ""}"""
437,82,하수,평택시,PIPE_LM,하수관로,PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택시 지반고만입력함))-관상단고Z값까지,하수/평택시-하수/2014/PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택시 지반고만입력함))-관상단고Z값까지.LSP,"""SWL_PIPE_LM(하수관거)->"" SBA_CDE ""/"" SBA_CDE3 ""/"" MOP_CDE ""/"" FOR_CDE ""/{"" SBA_CDE4 ""}"" ""/구경:"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN  ""\n"" ""_..시깊:"" STR_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" ""\n"" ""\n""""_[시표고:"" SGB_DEP ""/종표고:"" EGB_DEP ""]""  ""\n"" ""\n"" ""\n"" ""..... {시관상고:"" sbA ""/..종관상고:"" sbB ""}"""
438,83,하수,평택시,SPOT_PS,물받이,SPOT_PS(물받이)-TEXT_속성뿌리기(하수-평택시)-가로값재질별,하수/평택시-하수/2014/SPOT_PS(물받이)-TEXT_속성뿌리기(하수-평택시)-가로값재질별.LSP,"""받이_"" SBD_CDE ""/"" MOP_CDE ""/%%c"" COV_DIP ""/("" COV_HOL ""X"" COV_VEL "")"" ""/뚜껑형태:"" COV_CDE ""/상태:"" CST_CDE ""\n"" ""...%%c""SPT_DIP ""("" SPT_HOL ""X"" SPT_VEL "")/심도:"" SPT_DEP"
439,84,하수,평택시,SPOT_PS,물받이,SPOT_PS(물받이)-TEXT_속성뿌리기(하수-평택시)-가로값재질별-구분,하수/평택시-하수/2014/SPOT_PS(물받이)-TEXT_속성뿌리기(하수-평택시)-가로값재질별-구분.LSP,"""SWL_SPOT_PS(물받이)->"" SBD_CDE ""/"" MOP_CDE ""/%%c"" COV_DIP ""("" COV_HOL ""X"" COV_VEL "")"" ""/뚜껑형태:"" COV_CDE ""-뚜껑불량여부:"" MOP_CDE2 ""/상태:"" CST_CDE ""\n"" ""...%%c""SPT_DIP ""("" SPT_HOL ""X"" SPT_VEL "")/심도:"" SPT_DEP"
440,85,하수,평택시,SIDE_LS,측구,SWL_SIDE_LS (측구)-LINE-속성뿌리기(하수-평택)-구분,하수/평택시-하수/2014/SWL_SIDE_LS (측구)-LINE-속성뿌리기(하수-평택)-구분.LSP,"""SWL_SIDE_LS (측구)->"" IST_YMD ""/"" AEG_CDE ""/재질:"" MOP_CDE ""/("" SID_HOL ""x"" SID_VEL "")"" ""/L:"" SID_LEN ""/시깊:"" AEG_CDE0 ""/종깊:"" AEG_CDE1 ""\n"" ""---뚜껑형태:"" COV_CDE ""/뚜껑재질구분:"" SBC_CDE ""/"" COV_HOL ""X"" COV_VEL ""/개수:"" COV_CNT ""EA"" ""-불량여부:"" BAD_CDE ""\n"" ""\n"" ""_[시표고:"" SGB_DEP ""/종표고:"" EGB_DEP ""]"""
441,,하수,평택시,SWL_SPEW_PS,토구,SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수_SPEW_PS),하수/평택시-하수/2014/SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수_SPEW_PS).LSP,"""SWL_SPEW_PS(토구)->"" ""용도:"" VMT_CDE ""/토구재질:"" TMA_CDE ""/형태:"" FOR_CDE ""/%%c"" SPW_DIP ""("" SPW_HOL ""X"" SPW_VEL "")/표고:"" SPW_HSL ""/하천이름:"" RIV_NAM"
442,86,하수,평택시,CONN_LS,하수연결관,CONN_LS(하수연결관)_LINE-속성뿌리기(하수-평택)-관라벨포,하수/평택시-하수/CONN_LS(하수연결관)_LINE-속성뿌리기(하수-평택)-관라벨포.LSP,"""SWL_CONN_LS(하수연결관)->"" SBA_CDE ""/"" IST_YMD ""/"" MOP_CDE ""/"" FOR_CDE ""/@"" PIP_LIN ""/%%c"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN ""\n"" ""-->"" ""PIP_LBL:"" PIP_LBL ;;SWL_CONN_LS(하수연결관)"
443,86,하수,평택시,CONN_LS,하수연결관,CONN_LS(하수연결관)_LINE-속성뿌리기(하수-평택)-관라벨포.bak,하수/평택시-하수/CONN_LS(하수연결관)_LINE-속성뿌리기(하수-평택)-관라벨포.LSP.bak,"""SWL_CONN_LS(하수연결관)->"" SBA_CDE ""/"" IST_YMD ""/"" MOP_CDE ""/"" FOR_CDE ""/@"" PIP_LIN ""/%%c"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN ""\n"" ""-->"" ""PIP_LBL:"" PIP_LBL ;;SWL_CONN_LS(하수연결관)"
444,86,하수,평택시,CONN_LS,하수연결관,CONN_LS(하수연결관)_LINE-속성뿌리기(하수-평택)-관라벨포.txt,하수/평택시-하수/CONN_LS(하수연결관)_LINE-속성뿌리기(하수-평택)-관라벨포.LSP.txt,"""SWL_CONN_LS(하수연결관)->"" SBA_CDE ""/"" IST_YMD ""/"" MOP_CDE ""/"" FOR_CDE ""/@"" PIP_LIN ""/%%c"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN ""\n"" ""-->"" ""PIP_LBL:"" PIP_LBL ;;SWL_CONN_LS(하수연결관)"
445,86,하수,평택시,CONN_LS,하수연결관,CONN_LS(하수연결관)_LINE-속성뿌리기(하수-평택)-구분,하수/평택시-하수/CONN_LS(하수연결관)_LINE-속성뿌리기(하수-평택)-구분.LSP,"""SWL_CONN_LS(하수연결관)->"" SBA_CDE ""/"" IST_YMD ""/"" MOP_CDE ""/"" FOR_CDE ""/@"" PIP_LIN ""/%%c"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN ""\n"" ""-->"" ""PIP_LBL:"" PIP_LBL ;;SWL_CONN_LS(하수연결관)"
446,87,하수,평택시,CONN_LS,하수연결관,CONN_LS(하수연결관)_LINE_속성뿌리기-재질-관경-구분,하수/평택시-하수/CONN_LS(하수연결관)_LINE_속성뿌리기-재질-관경-구분.LSP,"""SWL_CONN_LS(하수연결관)->"" SBA_CDE ""/"" IST_YMD ""/"" MOP_CDE ""/"" FOR_CDE ""/%%c"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN"
447,79,하수,평택시,MANH_PS,하수맨홀,MANH_PS(하수맨홀)-TEXT_속성뿌리기(하수-MANH-맨홀깊이는 H값만 입력함)-불량여부,하수/평택시-하수/MANH_PS(하수맨홀)-TEXT_속성뿌리기(하수-MANH-맨홀깊이는 H값만 입력함)-불량여부.LSP,"""SWL_MANH_PS(하수맨홀)->용도:"" SMU_CDE ""/재질:"" SBC_CDE ""/%%C"" MAC_DIP ""X["" SMU_CDE3 ""x"" SMU_CDE4 ""]/지반고:"" SMU_CDE0 ""/상태:"" SMU_CDE1 ""/맨홀뚜껑불량여부:"" SMU_CDE7 ""\n"" "".._맨홀규격:%%C"" MAN_DIP ""X["" MAN_HOL ""x"" MAN_VEL ""]"" ""X"" MAN_DEP ""/{SOM코드:"" SOM_cde ""}"" ""--구조물형태:"" FOR_CDE ;;; ""-불량여부:"" MAT_CDE ""\n"" ""\n"" ""~~(사"" LAD_CDE ""/인"" IVT_CDE "")"""
448,,하수,평택시,MANH_PS,하수맨홀,MANH_PS(하수맨홀)-TEXT_속성뿌리기(하수-MANH-맨홀깊이는 H값만 입력함)-불량여부-구분,하수/평택시-하수/MANH_PS(하수맨홀)-TEXT_속성뿌리기(하수-MANH-맨홀깊이는 H값만 입력함)-불량여부-구분.LSP,"""SWL_MANH_PS(하수맨홀)->용도:"" SMU_CDE ""/재질:"" SBC_CDE ""/%%C"" MAC_DIP ""X["" SMU_CDE3 ""x"" SMU_CDE4 ""]/지반고:"" SMU_CDE0 ""/상태:"" SMU_CDE1 ""/맨홀뚜껑불량여부:"" SMU_CDE7 ""\n"" "".._맨홀규격:%%C"" MAN_DIP ""X["" MAN_HOL ""x"" MAN_VEL ""]"" ""X"" MAN_DEP ""/{SOM코드:"" SOM_cde ""}"" ""--구조물형태:"" FOR_CDE ""/변실재질구분:"" MAT_CDE ;;; ""-불량여부:"" MAT_CDE ""\n"" ""\n"" ""~~(사"" LAD_CDE ""/인"" IVT_CDE "")"""
449,,하수,평택시,PIPE_LM,하수관로,PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로BOXGHA-관상(평택 지반고만입력함))-2-1,하수/평택시-하수/PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로BOXGHA-관상(평택 지반고만입력함))-2-1.LSP,"ist_ymd ""/"" SBA_CDE ""/"" MOP_CDE ""/"" FOR_CDE ""/구경:"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN  ""\n"" ""시깊:"" STR_DEP ""/종깊:"" END_DEP ""/평균D:"" sav ""\n"" ""\n"" ""'[시표고:"" sbk ""/종표고:"" sbl ""]/시저:"" SGB_DEP ""/종저:"" EGB_DEP"
450,,하수,평택시,PIPE_LM,하수관로,PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-2015,하수/평택시-하수/PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-2015.LSP,"""SWL_PIPE_LM(하수관거)->"" IST_YMD ""/"" SBA_CDE ""/"" MOP_CDE ""/"" FOR_CDE ""/%%C"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN  ""\n"" ""시깊:"" STR_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" ""\n"" ""\n""""_[시표고:"" SGB_DEP ""/종표고:"" EGB_DEP ""]""  ""\n"" ""\n"" ""\n"" ""..... {시관상고:"" sbA ""/..종관상고:"" sbB ""}"""
451,,하수,평택시,PIPE_LM,하수관로,PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-RSL_CDE조사결과,하수/평택시-하수/PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-RSL_CDE조사결과.LSP,"""SWL_PIPE_LM(하수관거)->"" IST_YMD ""/"" SBA_CDE ""/"" MOP_CDE ""/"" FOR_CDE ""/%%C"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/L:"" PIP_LEN  ""\n"" ""시깊:"" STR_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" ""/조사결과:"" RSL_CDE ""/구분_보수:"" REP_GUB ""\n"" ""\n""""_[시표고:"" SGB_DEP ""/종표고:"" EGB_DEP ""]""  ""\n"" ""\n"" ""\n"" ""..... {시관상고:"" sbA ""/..종관상고:"" sbB ""}"""
452,88,하수,평택시,PIPE_LM,하수관로,PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-련수및관라벨포,하수/평택시-하수/PIPE_LM(하수관로)-LINE-속성뿌리기(하수-관로PIPE-관상(평택 지반고만입력함))-련수및관라벨포.LSP,"""SWL_PIPE_LM(하수관거)->"" IST_YMD ""/"" SBA_CDE ""/"" MOP_CDE ""/"" FOR_CDE ""/@"" SBA_CDE6 ""/%%C"" PIP_DIP ""/("" PIP_HOL ""X"" PIP_VEL "")/[규모:"" SBA_CDE5 ""]/L:"" PIP_LEN  ""\n"" ""시깊:"" STR_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" ""/조사결과:"" RSL_CDE ""/구분_보수:"" REP_GUB ""\n"" ""\n""""_[시표고:"" SGB_DEP ""/종표고:"" EGB_DEP ""]""  ""\n"" ""\n"" ""\n"" ""..... {시관상고:"" sbA ""/..종관상고:"" sbB ""}""
  ""\n"" ""\n"" ""\n"" ""\n"" """" PIP_LBL"
