NO,중복,구분1,구분2,구분3,구분4,파일명,경로,화면표시
1,1,도로,,FTR_CDE,지형지물부호,FTR_CDE(지형지물부호)-LINE_속성뿌리기(도로),00 도로-구조화/FTR_CDE(지형지물부호)-LINE_속성뿌리기(도로).LSP,"""FTR_CDE(지형지물부호):_"" FTR_CDE"
2,1,도로,,FTR_CDE,지형지물부호,FTR_CDE(지형지물부호)-TEXT_속성뿌리기(도로),00 도로-구조화/FTR_CDE(지형지물부호)-TEXT_속성뿌리기(도로).LSP,"""FTR_CDE(지형지물부호):_"" FTR_CDE"
3,,도로,,,,FTR_IDN-LINE-(FTR_IDN-drawAttr),00 도로-구조화/FTR_IDN-LINE-(FTR_IDN-drawAttr).LSP,FTR_IDN
4,2,도로,,,,FTR_IDN-TEXT_속성뿌리기(도로),00 도로-구조화/FTR_IDN-TEXT_속성뿌리기(도로).LSP,"""ID_ "" FTR_IDN"
5,,도로,함양군,,,함양군-LINE_속성뿌리기(도로-어린이보호구역 SCHO AS),00 도로-구조화/함양군-LINE_속성뿌리기(도로-어린이보호구역 SCHO AS).LSP,"""보호구역->명:"" ABA_NAM ""/소재지:"" ABA_LEN ""/지정일자:"" RDL_WID ""/원장명:"" SIG_CNT"
6,,공동구,부천시,BML_CENLI_LS,중심선,BML_CENLI_LS(중심선)-LINE-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_CENLI_LS(중심선)-LINE-속성뿌리기.LSP,"""BML_CENLI_LS(중심선)->"" FTR_CDE ""/지하철역명칭:"" STT_NAM ""/L:"" PAS_LEN ""/D:"" PAS_DEP"
7,,공동구,부천시,BML_ELECT_AS,전기시설물,BML_ELECT_AS(전기시설물)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_ELECT_AS(전기시설물)-속성뿌리기.LSP,"""BML_ELECT_AS(전기시설물)->"" FTR_CDE ""/준공일자:"" BLD_YMD ""/관리부서:"" DPT_CDE ""/종류:"" ETC_EXP ""/위치:"" ETC_WHE"
8,,공동구,부천시,BML_EMCP_PS,비상전화기,BML_EMCP_PS(비상전화기)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_EMCP_PS(비상전화기)-속성뿌리기.LSP,"""BML_EMCP_PS(비상전화기)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/지하철역명칭:"" STT_NAM"
9,,공동구,부천시,BML_EMCSIPT_AS,비상출입구,BML_EMCSIPT_AS(비상출입구)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_EMCSIPT_AS(비상출입구)-속성뿌리기.LSP,"""BML_FIREDOOR_LS(방화문위치)->"" FTR_CDE ""/준공일자:"" BLD_YMD ""/관리부서:"" DPT_CDE ""/방화문 종류:"" BEG_LOC ""/지하철역명칭:"" STT_NAM ;; ""/L:"" PAS_LEN ""/["" PAS_WID ""X"" FTR_CDE0 ""]"" ""/연결건물명:"" IPT_NAM ""/위치:"" PAS_LOC"
10,,공동구,부천시,BML_RAILRO_LS,궤도,BML_RAILRO_LS(궤도)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_RAILRO_LS(궤도)-속성뿌리기.LSP,"""BML_RAILRO_LS(궤도)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/지하철역명칭:"" STT_NAM ""/위치_출발역:"" BEG_LOC ""/위치_도착역:"" END_LOC ""/L:"" PAS_LEN ""/Z:"" PAS_DEP ;; ""/L:"" PAS_LEN ""/["" PAS_WID ""X"" FTR_CDE0 ""]"" ""/연결건물명:"" PAS_LEN ""/위치:"" PAS_DEP"
11,,공동구,부천시,BML_SDPT_PS,심도,BML_SDPT_PS(심도)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_SDPT_PS(심도)-속성뿌리기.LSP,"""BML_SDPT_PS(심도)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/지하철역명칭:"" STT_NAM ""/심도 위치 구분:"" DEP_WHE ""/천장높이:"" SEL_DEP ""/D:"" DPT_DEP"
12,,공동구,부천시,BML_SIPT_AS,출입구,BML_SIPT_AS(출입구)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_SIPT_AS(출입구)-속성뿌리기.LSP,"""BML_SIPT_AS(출입구)->"" FTR_CDE ""/출입구 종류:"" PAS_CDE ""/관리부서:"" DPT_CDE ""/출구번호:"" IPT_NAM ""/지하철역명칭:"" STT_NAM ""/L:"" PAS_LEN ""/["" PAS_WID ""X"" FTR_CDE0 ""]"" ""/연결건물명:"" PAS_NAM ""/위치:"" PAS_LOC ;;"
13,,공동구,부천시,BML_SPLT_AS,승강장,BML_SPLT_AS(승강장)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_SPLT_AS(승강장)-속성뿌리기.LSP,"""BML_SPLT_AS(승강장)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/비상전화기 수:"" EMC_NUM ""/지하철역명칭:"" STT_NAM ""/스크린도어 유무:"" SRN_CDE ""/탑승입구 개수:"" GAT_NUM ;;"
14,,공동구,부천시,BML_SPSS_AS,연결통로,BML_SPSS_AS(연결통로)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_SPSS_AS(연결통로)-속성뿌리기.LSP,"""BML_SPSS_AS(연결통로)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/지하철역명칭:"" STT_NAM ""/출구번호:"" IPT_NAM ""/연결통로 방향:"" STA_CDE ""/위치:"" FTR_CDE2 ""/연결건물명:"" PAS_NAM ""/출입구종류:"" PAS_CDE ""/L:"" PAS_LEN ""/["" PAS_WID ""X"" FTR_CDE0 ""]"" ""/D:"" FTR_CDE1 ;;"
15,,공동구,부천시,BML_STAT_AS,대합실,BML_STAT_AS(대합실)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_STAT_AS(대합실)-속성뿌리기.LSP,"""BML_STAT_AS(대합실)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/지하철역명칭:"" STT_NAM ""/개찰구 개수:"" TIK_NUM ;; ""/출구번호:"" IPT_NAM ""/출입구종류:"" PAS_CDE ""/L:"" PAS_LEN ""/["" PAS_WID ""X"" FTR_CDE0 ""]"" ""/D:"" FTR_CDE1"
16,,공동구,부천시,BML_SVNT_AS,환기구,BML_SVNT_AS(환기구)-LINE-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_SVNT_AS(환기구)-LINE-속성뿌리기.LSP,"""BML_SVNT_AS(연결통로)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/지하철역명칭:"" STT_NAM ""/위치:"" FTR_CDE2 ""/환기구종류:"" VNT_CDE ""/["" PAS_WID ""X"" FTR_CDE0 ""]"" ;;"
17,,공동구,부천시,BML_SVNT_AS,환기구,BML_SVNT_AS(환기구)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_SVNT_AS(환기구)-속성뿌리기.LSP,"""BML_SVNT_AS(환기구)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/지하철역명칭:"" STT_NAM ""/환기구종류:"" VNT_CDE ""/환기구위치:"" VNT_LOD ""/["" PAS_WID ""X"" FTR_CDE0 ""]"" ;; ""/출구번호:"" VNT_CDE ""/환기구 종류:"" VNT_CDE ""/L:"" VNT_LOD ""/["" PAS_WID ""X"" FTR_CDE0 ""]"" ""/D:"" FTR_CDE1"
18,,공동구,부천시,BML_TRNL_AS,터널구조물,BML_TRNL_AS(터널구조물)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_TRNL_AS(터널구조물)-속성뿌리기.LSP,"""BML_TRNL_AS(터널구조물)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/지하철역명칭:"" STT_NAM ""/위치_출발역:"" BEG_LOC ""/위치_도착역:"" END_LOC ""/천정_재질:"" TTP_CDE ""/W:"" WAL_WID ""/측벽_재질:"" WAL_CDE ""/일반제원-터널높이:"" FTR_CDE0 ""/일반제원-통행제한높이:"" FTR_CDE1 ""/조명시설_종류:"" FTR_CDE2 ""/조명수량:"" FTR_CDE3 ""/배수종류:"" FTR_CDE4 ""/소화종류:"" FTR_CDE5 ;;"
19,,공동구,부천시,BML_URBP_AS,도시계획시설_경계,BML_URBP_AS(도시계획시설_경계)-속성뿌리기,09.공동구-구조화/부천시-공동구(2017-2652)/BML_URBP_AS(도시계획시설_경계)-속성뿌리기.LSP,"""BML_URBP_AS(도시계획시설경계)->"" FTR_CDE ""/관리부서:"" DPT_CDE ""/도시계획도_구분:"" ZON_CDE ;; ""/위치:"" ETC_WHE ""/준공일자:"" BLD_YMD"
20,,공동구,세종시,CMDT_AS,도로,CMDT_AS(공동구)_LINE_속성뿌리기(도로),09.공동구-구조화/세종시-공동구(2016-0562)/CMDT_AS(공동구)_LINE_속성뿌리기(도로).LSP,"""RDL_CMDT_AS(공동구)->[명:"" CBO_NAM ""/"" IST_YMD ""/"" FAC_CDE ""/W:"" BOX_WID ""/H:"" BOX_HIT ""/L:"" BOX_LEN ""/TOT_LEN:"" BOX_LEN ""]"""
21,,공동구,세종시,CMDT_AS,도로,CMDT_AS(공동구)_LINE_속성뿌리기(도로)--0.223,09.공동구-구조화/세종시-공동구(2016-0562)/CMDT_AS(공동구)_LINE_속성뿌리기(도로)--0.223.LSP,"""RDL_CMDT_AS(공동구)->[명:"" CBO_NAM ""/"" IST_YMD ""/"" FAC_CDE ""/W:"" BOX_WID ""/H:"" BOX_HIT ""/L:"" BOX_LEN ""/TOT_LEN:"" TOT_LEN ""]"""
22,,가스,공항공사,SBT,밸브,공항공사-가스-TEXT(밸브-SBT),10.공항공사-구조화/공항공사-가스-TEXT(밸브-SBT).LSP,"ADHP_ID ""/"" YMD_DAT ""/밸브종류:"" SGE_CDE ""/지상구분:"" OUG_CDE ""/심도:"" VAL_DEP ""/폐관유무:"" YMD_DAT2 ""/압력:"" SGA_CDE"
23,,가스,공항공사,PREG,정압기,공항공사-가스-TEXT(정압기-PREG),10.공항공사-구조화/공항공사-가스-TEXT(정압기-PREG).LSP,"ADHP_ID ""/"" YMD_DAT ""/정압기종류:"" SGF_CDE ""/지상구분:"" OUG_CDE ""/폐관유무:"" YMD_DAT2 ""/압력:"" SGA_CDE"
24,,상수,공항공사,SBT,밸브,공항공사-상수-TEXT(밸브-SBT),10.공항공사-구조화/공항공사-상수-TEXT(밸브-SBT).LSP,"ADHP_ID ""/"" FACILITYTY ""/"" YMD_DAT ""/"" MOF_CDE ""/"" mop_cde ""/"" val_dip ""/"" VAL_DEP"
25,,상수,공항공사,fire,소방시설,공항공사-상수-TEXT(소방시설-fire),10.공항공사-구조화/공항공사-상수-TEXT(소방시설-fire).LSP,"ADHP_ID ""/"" YMD_DAT ""/형식:"" MOF_CDE ""/구경:"" fir_DIP ""/"" REMARK"
26,,상수,공항공사,flow,유량계,공항공사-상수-TEXT(유량계-flow),10.공항공사-구조화/공항공사-상수-TEXT(유량계-flow).LSP,"ADHP_ID ""/"" YMD_DAT ""/형식:"" MOF_CDE ""/구경:"" flo_DIP ""/"" REMARK"
27,,송유,공항공사,VLS,밸브박스,공항공사-송유-TEXT(밸브박스-VLS),10.공항공사-구조화/공항공사-송유-TEXT(밸브박스-VLS).LSP,"ADHP_ID ""/"" YMD_DAT ""/유형:"" YMD_DAT5 ""/명칭:"" MNG_NAM ""/밸브종류:"" SFA_CDE ""/압력완충유무:"" SGS_CDE"
28,,송유,공항공사,HPIT,항공유전,공항공사-송유-TEXT(항공유전-HPIT),10.공항공사-구조화/공항공사-송유-TEXT(항공유전-HPIT).LSP,"YMD_DAT ""/시설유형:"" YMD_DAT5 ""/명칭:"" MNG_NAM ""/위치:"" LOC_COE"
29,,전기,공항공사,PLOT,공전주,공항공사-전기-TEXT(공전주-PLOT),10.공항공사-구조화/공항공사-전기-TEXT(공전주-PLOT).LSP,"ADHP_ID ""/"" YMD_DAT ""/종류:"" SCB_CDE ""/높이:"" POL_HIT ""/"" REMARK"
30,,전기,공항공사,PLOT,공전주,공항공사-전기-TEXT(공전주-PLOT)-양양,10.공항공사-구조화/공항공사-전기-TEXT(공전주-PLOT)-양양.LSP,"ACHP_ID ""/"" YMD_DAT ""/종류:"" SCB_CDE ""/높이:"" POL_HIT ""/"" REMARK"
31,,하수,공항공사,TTS,토구,공항공사-하수- TEXT(토구-TTS),10.공항공사-구조화/공항공사-하수- TEXT(토구-TTS).LSP,"ADHP_ID ""/"" YMD_DAT ""/용도:"" SBA_CDE ""/"" MOP_CDE ""/(크기:"" SPW_std ""/"" for_cde "")/표고:"" alt_hit"
32,,하수,공항공사,SPOT,받이,공항공사-하수-TEXT(받이_SPOT),10.공항공사-구조화/공항공사-하수-TEXT(받이_SPOT).LSP,"ADHP_ID ""/"" YMD_DAT ""/구분:"" SBD_CDE ""/구조:"" FOR_CDE"
33,,난방,인천공항공사,HTL_SE001_LS,열배관,HTL_SE001_LS(열배관)-LINE_속성뿌리기(열배관-공급관로 PIPE 중간),10.공항공사-구조화/난방-인천공항공사/HTL_SE001_LS(열배관)-LINE_속성뿌리기(열배관-공급관로 PIPE 중간).LSP,"""HTL_SE001_LS(열배관)-->"" FTR_CDE ""/"" IST_YMD ""/재질:"" MOP_CDE ""/%%c"" STD_DIP ""/L"" STD_LEN ""/D:"" STD_DEP ""/개통상태:"" SOO_CDE   ""\n"" ""_라벨:"" PIP_LBL"
34,,송유,인천공항공사,OIL_SF001_LS,송유관로,OIL_SF001_LS(송유관로)-LINE_속성뿌리기(열배관-공급관로 PIPE 중간),10.공항공사-구조화/송유-인천공항공사/OIL_SF001_LS(송유관로)-LINE_속성뿌리기(열배관-공급관로 PIPE 중간).LSP,"""OIL_SF001_LS(송유관로)-->"" FTR_CDE ""/"" IST_YMD ""/재질:"" MOP_CDE ""/%%c"" STD_DIP ""/W:"" STD_WID ""/L"" STD_LEN ""/D:"" STD_DEP ""/개통상태:"" SOO_CDE   ""\n"" ""_라벨:"" PIP_LBL"
35,,상수,울산신항,SA001,상수관,SA001(상수관)-LINE_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SA001(상수관)-LINE_속성뿌리기.LSP,"""->불탐여부:"" EXP ""/용도:"" saa ""/설치일:"" ymd ""/재질:"" mop ""/%%C"" dip ""/L:"" lNg ""/개통상태:"" SOO ""\n"" ""..._LBL(라벨)->"" LBL ""/최저깊이:"" MID ""/최고깊이:"" MXD"
36,,상수,울산신항,SA100,상수맨홀,SA100(상수맨홀)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SA100(상수맨홀)-TEXT_속성뿌리기.LSP,"FTC ""/설치년월일:"" YMD ""/구조물형상:"" FOR_ ""/맨홀종류:"" SOM ""/규격:"" WHD ""/이상상태:"" CST ""/최고높이:"" HIT"
37,,상수,울산신항,SA117,유량계실,SA117(유량계실)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SA117(유량계실)-TEXT_속성뿌리기.LSP,"""유량계실->설치년월일:"" YMD ""/구조물형상:"" FOR ""/시설물형식:"" MOF ""/구경:"" DIP"
38,,상수,울산신항,SA119,소화전,SA119(소화전)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SA119(소화전)-TEXT_속성뿌리기.LSP,"""소화전->설치년월일:"" YMD ""/소화전구경:"" DIP ""/소화전형식:"" MOF ""/이상상태:"" CST"
39,,상수,울산신항,SA200,제수밸브,SA200(제수밸브)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SA200(제수밸브)-TEXT_속성뿌리기.LSP,"""제수밸브->/설치년월일:"" YMD ""/시설물형식:"" MOF ""/구경:"" DIP ""/재질:"" MOP ""/회전방향:"" SAE ""/심도:"" DEP ""/구동방법:"" MTH ""/변실형태:"" FOR_ ""/변실규격:"" WHD ""/설정압력:"" YMD0 ""/개폐여부:"" YMD1 ""/이상상태:"" YMD2"
40,3,상수,울산신항,SA203,배기밸브,SA203(배기밸브)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SA203(배기밸브)-TEXT_속성뿌리기.LSP,"""배기밸브->/설치년월일:"" YMD ""/시설물형식:"" MOF ""/구경:"" DIP ""/재질:"" MOP ""/회전방향:"" SAE ""/심도:"" DEP ""/구동방법:"" MTH ""/변실형태:"" FOR ""/변실규격:"" WHD ""/설정압력:"" YMD0 ""/개폐여부:"" YMD1 ""/이상상태:"" YMD2"
41,4,상수,울산신항,SA902,관말,SA902(관말)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SA902(관말)-TEXT_속성뿌리기.LSP,"""관말->설치년월일:"" YMD ""/구조물형상:"" FOR ""/규격:"" WHD"
42,5,하수,울산신항,SB001,하수관거,SB001(하수관거)_LINE-속성뿌리기(구분),10.항만-구조화/(울산신항)상하수LISP/SB001(하수관거)_LINE-속성뿌리기(구분).LSP,"SBA ""/불탐여부:"" SBA2 ""/"" FOR_ ""/"" MOP ""/%%C"" DIP ""("" HOL ""X"" VEL "")/L:"" LNG ""\n"" ""'시깊:"" SBK ""/종깊:"" SBL ""/평균:"" DEP"
43,,하수,울산신항,SB003,하수연결관,SB003(하수연결관)-LINE_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SB003(하수연결관)-LINE_속성뿌리기.LSP,"""연결관->"" SBA ""/"" YMD ""/"" MOP ""/("" HOL ""X"" VEL "")/L:"" LNG ""/불탐여부:"" EXP"
44,6,하수,울산신항,SB004,측구,SB004(측구)-LINE_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SB004(측구)-LINE_속성뿌리기.LSP,"""SB004(측구)-->"" YMD ""/"" AEG ""/"" MOP ""/("" HOL ""X"" VEL "")/L:"" LNG ""/불탐여부:"" EXP"
45,7,하수,울산신항,SB101,하수맨홀,SB101(하수맨홀)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SB101(하수맨홀)-TEXT_속성뿌리기.LSP,"""맨홀->"" SMU ""/뚜껑재질:"" SBC ""/고도:"" SMU6 ""/저고:"" SMU7 ""/이상상태:"" SMU8 ""[변실H+T:"" sum_sbk ""]"" ""\n"" ""변실_"" ""형태:"" FOR_ ""/"" SOM ""/%%C"" DIP ""("" HOL ""x"" VEL "")/인:"" IVT ""/사:"" LAD"
46,8,하수,울산신항,SB101,하수맨홀,SB101(하수맨홀)-TEXT_속성뿌리기-1,10.항만-구조화/(울산신항)상하수LISP/SB101(하수맨홀)-TEXT_속성뿌리기-1.LSP,"""SB101(하수맨홀)-->"" SMU ""/뚜껑재질:"" SBC ""/고도:"" SMU6 ""/저고:"" SMU7 ""/이상상태:"" SMU8 ""\n"" ""변실_"" ""형태:"" FOR_ ""/"" SOM ""/%%C"" DIP ""("" HOL ""x"" VEL "")/인:"" IVT ""/사:"" LAD ""\n"" ""\n"" "" ....[변실_H+토피:"" sum_sbk ""]"""
47,9,하수,울산신항,SB102,물받이,SB102(물받이)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SB102(물받이)-TEXT_속성뿌리기.LSP,"""SB102(물받이)-->"" YMD ""/구분:"" SBD ""/맨홀종류:"" SOM ""/형태:"" FOR_"
48,,하수,울산신항,SB104,토구,SB104(토구)-TEXT_속성뿌리기,10.항만-구조화/(울산신항)상하수LISP/SB104(토구)-TEXT_속성뿌리기.LSP,"""토구->"" YMD ""/표고:"" ALT ""/토구용도:"" VMT ""/받이구분:"" SBD"
49,10,하수,울산신항,SB210,펌프장,SB210(펌프장)TEXT_속성뿌리기(하수),10.항만-구조화/(울산신항)상하수LISP/SB210(펌프장)TEXT_속성뿌리기(하수).LSP,"cat ""SB210(펌프장)->"" FTC ""/"" YMD ""/용도:"" SBE ""/개통상태:"" SOO ""/표고:"" ALT"
50,,상수,해양수산부,SA001,상수관,SA001(상수관)-LINE_속성뿌리기,10.항만-구조화/상수-항만(해양수산부)/SA001(상수관)-LINE_속성뿌리기.LSP,"""SA001(상수관)-->"" ""용도:"" SAA ""/설치일:"" YMD ""/재질:"" MOP ""/%%C"" DIP ""/L:"" LNG ""/개통상태:"" SOO ""\n"" ""_최저깊이:"" MID ""/최고깊이:"" MXD ""--불탐여부:"" EXP ""..._LBL(라벨)->"" LBL"
51,,상수,해양수산부,SA100,상수맨홀,SA100(상수맨홀)-TEXT_속성뿌리기,10.항만-구조화/상수-항만(해양수산부)/SA100(상수맨홀)-TEXT_속성뿌리기.LSP,"""SA100(상수맨홀)->"" FTC ""/설치년월일:"" YMD ""/구조물형상:"" FOR_ ""/맨홀종류:"" SOM ""/규격:"" WHD ""/이상상태:"" CST ""/HIT(최고높이):"" HIT"
52,,상수,해양수산부,SA117,유량계실,SA117(유량계실)-TEXT_속성뿌리기,10.항만-구조화/상수-항만(해양수산부)/SA117(유량계실)-TEXT_속성뿌리기.LSP,"""SA117(유량계실)-->설치년월일:"" YMD ""/구조물형상:"" FOR ""/시설물형식:"" MOF ""/구경:"" DIP"
53,11,상수,해양수산부,SA117,유량계실,SA117(유량계실)-TEXT_속성뿌리기_FOR_필드명오류,10.항만-구조화/상수-항만(해양수산부)/SA117(유량계실)-TEXT_속성뿌리기_FOR_필드명오류.LSP,"""SA117(유량계실)-->설치년월일:"" YMD ""/구조물형상:"" FOR_ ""/시설물형식:"" MOF ""/구경:"" DIP"
54,11,상수,해양수산부,SA117,유량계실,SA117(유량계실)-TEXT_속성뿌리기_FOR_필드명오류.txt,10.항만-구조화/상수-항만(해양수산부)/SA117(유량계실)-TEXT_속성뿌리기_FOR_필드명오류.LSP.txt,"""SA117(유량계실)-->설치년월일:"" YMD ""/구조물형상:"" FOR_ ""/시설물형식:"" MOF ""/구경:"" DIP"
55,,상수,해양수산부,SA119,소화전,SA119(소화전)-TEXT_속성뿌리기,10.항만-구조화/상수-항만(해양수산부)/SA119(소화전)-TEXT_속성뿌리기.LSP,"""SA119(소화전)-->설치년월일:"" YMD ""/소화전구경:"" DIP ""/소화전형식:"" MOF ""/이상상태:"" CST ""/방향각:"" AOD"
56,,상수,해양수산부,SA200,제수밸브,SA200(제수밸브)-TEXT_속성뿌리기,10.항만-구조화/상수-항만(해양수산부)/SA200(제수밸브)-TEXT_속성뿌리기.LSP,"""SA200(제수밸브)-->설치년월일:"" YMD ""/"" YMD4 ""/시설물형식:"" MOF ""/구경:"" DIP ""/재질:"" MOP ""/회전방향:"" SAE ""/심도:"" DEP ""/구동방법:"" MTH ""/변실형태:"" FOR_ ""/변실규격:"" WHD ""/설정압력:"" YMD0 ""/개폐여부:"" YMD1 ""/이상상태:"" YMD2 ""/방향각:"" YMD3"
57,3,상수,해양수산부,SA203,배기밸브,SA203(배기밸브)-TEXT_속성뿌리기,10.항만-구조화/상수-항만(해양수산부)/SA203(배기밸브)-TEXT_속성뿌리기.LSP,"""배기밸브->/설치년월일:"" YMD ""/시설물형식:"" MOF ""/구경:"" DIP ""/재질:"" MOP ""/회전방향:"" SAE ""/심도:"" DEP ""/구동방법:"" MTH ""/변실형태:"" FOR ""/변실규격:"" WHD ""/설정압력:"" YMD0 ""/개폐여부:"" YMD1 ""/이상상태:"" YMD2"
58,4,상수,해양수산부,SA902,관말,SA902(관말)-TEXT_속성뿌리기,10.항만-구조화/상수-항만(해양수산부)/SA902(관말)-TEXT_속성뿌리기.LSP,"""관말->설치년월일:"" YMD ""/구조물형상:"" FOR ""/규격:"" WHD"
59,,상수,해양수산부,SA902,관말,SA902(관말)-TEXT_속성뿌리기_FOR_필드명오류,10.항만-구조화/상수-항만(해양수산부)/SA902(관말)-TEXT_속성뿌리기_FOR_필드명오류.LSP,"""SA902(관말)-->SA902/설치년월일:"" YMD ""/구조물형상:"" FOR_ ""/규격:"" WHD ""/방향각:"" AOD"
60,5,하수,해양수산부,SB001,하수관거,SB001(하수관거)_LINE-속성뿌리기(구분),10.항만-구조화/상수-항만(해양수산부)/SB001(하수관거)_LINE-속성뿌리기(구분).LSP,"SBA ""/불탐여부:"" SBA2 ""/"" FOR_ ""/"" MOP ""/%%C"" DIP ""("" HOL ""X"" VEL "")/L:"" LNG ""\n"" ""'시깊:"" SBK ""/종깊:"" SBL ""/평균:"" DEP"
61,,하수,항만,SB001,하수관거,SB001(하수관거)_LINE-속성뿌리기(구분),10.항만-구조화/하수-항만/SB001(하수관거)_LINE-속성뿌리기(구분).LSP,"""SB001(하수관거)->"" SBA ""/"" SBA4 ""/"" FOR_ ""/"" MOP ""/@"" SBA6 ""/%%C"" DIP ""("" HOL ""X"" VEL "")/L:"" LNG ""/D"" SBA3 ""\n"" ""'시깊:"" SBK ""/종깊:"" SBL ""/[평균D:"" sav ""]"" ""/불탐여부:"" EXP"
62,6,하수,항만,SB004,측구,SB004(측구)-LINE_속성뿌리기,10.항만-구조화/하수-항만/SB004(측구)-LINE_속성뿌리기.LSP,"""SB004(측구)-->"" YMD ""/"" AEG ""/"" MOP ""/("" HOL ""X"" VEL "")/L:"" LNG ""/불탐여부:"" EXP"
63,7,하수,항만,SB101,하수맨홀,SB101(하수맨홀)-TEXT_속성뿌리기,10.항만-구조화/하수-항만/SB101(하수맨홀)-TEXT_속성뿌리기.LSP,"""맨홀->"" SMU ""/뚜껑재질:"" SBC ""/고도:"" SMU6 ""/저고:"" SMU7 ""/이상상태:"" SMU8 ""[변실H+T:"" sum_sbk ""]"" ""\n"" ""변실_"" ""형태:"" FOR_ ""/"" SOM ""/%%C"" DIP ""("" HOL ""x"" VEL "")/인:"" IVT ""/사:"" LAD"
64,8,하수,항만,SB101,하수맨홀,SB101(하수맨홀)-TEXT_속성뿌리기-1,10.항만-구조화/하수-항만/SB101(하수맨홀)-TEXT_속성뿌리기-1.LSP,"""SB101(하수맨홀)-->"" SMU ""/뚜껑재질:"" SBC ""/고도:"" SMU6 ""/저고:"" SMU7 ""/이상상태:"" SMU8 ""\n"" ""변실_"" ""형태:"" FOR_ ""/"" SOM ""/%%C"" DIP ""("" HOL ""x"" VEL "")/인:"" IVT ""/사:"" LAD ""\n"" ""\n"" "" ....[변실_H+토피:"" sum_sbk ""]"""
65,9,하수,항만,SB102,물받이,SB102(물받이)-TEXT_속성뿌리기,10.항만-구조화/하수-항만/SB102(물받이)-TEXT_속성뿌리기.LSP,"""SB102(물받이)-->"" YMD ""/구분:"" SBD ""/맨홀종류:"" SOM ""/형태:"" FOR_"
66,10,하수,항만,SB210,펌프장,SB210(펌프장)TEXT_속성뿌리기(하수),10.항만-구조화/하수-항만/SB210(펌프장)TEXT_속성뿌리기(하수).LSP,"cat ""SB210(펌프장)->"" FTC ""/"" YMD ""/용도:"" SBE ""/개통상태:"" SOO ""/표고:"" ALT"
67,,가스,인천국제공항공사,GSL_SG001_LS,천연가스배관,GSL_SG001_LS(천연가스배관)-LINE_속성뿌리기,11.인천국제공항공사-구조화/가스-천연가스배관/GSL_SG001_LS(천연가스배관)-LINE_속성뿌리기.LSP,"""GSL_SG001_LS(천연가스배관)->"" FTR_CDE ""/"" IST_YMD ""/재질:"" mop_cde ""/%%c"" STD_DIP ""/L:"" STD_LEN ""/D:"" STD_DEP ""/탐사구분:"" IQT_CDE"
68,,가스,인천국제공항공사,GSL_SG040_PS,가스밸브,"GSL_SG040_PS(가스밸브)-TEXT,POINT_속성뿌리기(변류시설-SBT)","11.인천국제공항공사-구조화/가스-천연가스배관/GSL_SG040_PS(가스밸브)-TEXT,POINT_속성뿌리기(변류시설-SBT).LSP","""GSL_SG040_PS(가스밸브)->"" FTR_CDE ""/"" FTR_CDE2 ""/지상_지하구분:"" OUG_CDE ""/밸브종류:"" FTR_CDE3 ""/%%C"" STD_DIP ""/상태:"" SOO_CDE"
